Year,Date,Bottineau,Carrington,Dickinson,Fargo,Grand Forks,Hettinger,Langdon,Minot,Streeter,Williston,Average
2006,3/1/2006,205.00,72.00,0.00,297.00,283.00,0.00,446.00,56.00,39.00,33.00,143.1
2006,3/2/2006,278.00,139.00,0.00,307.00,292.00,0.00,500.00,73.00,49.00,66.00,170.4
2006,3/3/2006,273.00,131.00,0.00,0.00,0.00,0.00,510.00,70.00,48.00,63.00,109.5
2006,3/4/2006,267.00,124.00,0.00,316.00,298.00,0.00,500.00,67.00,47.00,58.00,167.7
2006,3/5/2006,261.00,117.00,0.00,306.00,290.00,0.00,487.00,64.00,45.00,55.00,162.5
2006,3/6/2006,263.00,112.00,0.00,276.00,276.00,0.00,502.00,56.00,42.00,51.00,157.8
2006,3/7/2006,258.00,108.00,0.00,277.00,275.00,0.00,491.00,53.00,42.00,31.00,153.5
2006,3/8/2006,240.00,185.00,0.00,225.00,432.00,0.00,432.00,2.00,0.00,0.00,151.6
2006,3/9/2006,238.00,116.00,0.00,211.00,429.00,0.00,422.00,0.00,0.00,0.00,141.6
2006,3/10/2006,217.00,94.00,0.00,201.00,425.00,5.00,413.00,0.00,0.00,0.00,135.5
2006,3/11/2006,216.00,63.00,0.00,174.00,393.00,29.00,406.00,0.00,0.00,0.00,128.1
2006,3/12/2006,215.00,57.00,0.00,169.00,443.00,18.00,399.00,0.00,0.00,0.00,130.1
2006,3/13/2006,214.00,56.00,0.00,168.00,439.00,13.00,394.00,0.00,0.00,0.00,128.4
2006,3/14/2006,214.00,55.00,0.00,168.00,436.00,11.00,390.00,0.00,0.00,5.00,127.9
2006,3/15/2006,213.00,55.00,0.00,168.00,434.00,5.00,387.00,0.00,0.00,0.00,126.2
2006,3/16/2006,210.00,54.00,10.00,167.00,431.00,7.00,384.00,0.00,15.00,0.00,127.8
2006,3/17/2006,208.00,53.00,27.00,166.00,429.00,20.00,381.00,0.00,12.00,0.00,129.6
2006,3/18/2006,202.00,50.00,14.00,166.00,427.00,9.00,376.00,0.00,5.00,0.00,124.9
2006,3/19/2006,194.00,46.00,41.00,163.00,421.00,51.00,370.00,8.00,10.00,12.00,131.6
2006,3/20/2006,186.00,41.00,57.00,161.00,417.00,152.00,363.00,0.00,0.00,9.00,138.6
2006,3/21/2006,180.00,38.00,52.00,157.00,413.00,179.00,357.00,0.00,0.00,0.00,137.6
2006,3/22/2006,176.00,34.00,40.00,155.00,410.00,117.00,350.00,0.00,0.00,0.00,128.2
2006,3/23/2006,174.00,32.00,38.00,155.00,407.00,109.00,346.00,0.00,0.00,0.00,126.1
2006,3/24/2006,174.00,29.00,35.00,154.00,405.00,101.00,340.00,0.00,0.00,0.00,123.8
2006,3/25/2006,168.00,26.00,28.00,155.00,403.00,93.00,336.00,0.00,0.00,0.00,120.9
2006,3/26/2006,119.00,24.00,12.00,132.00,374.00,85.00,333.00,0.00,0.00,0.00,107.9
2006,3/27/2006,37.00,0.00,0.00,105.00,362.00,61.00,328.00,0.00,0.00,0.00,89.3
2006,3/28/2006,0.00,0.00,0.00,76.00,340.00,26.00,326.00,0.00,11.00,0.00,77.9
2006,3/29/2006,0.00,0.00,0.00,42.00,313.00,0.00,323.00,0.00,0.00,0.00,67.8
2006,3/30/2006,0.00,0.00,0.00,0.00,99.00,0.00,304.00,0.00,0.00,0.00,40.3
2006,3/31/2006,17.00,0.00,24.00,0.00,0.00,5.00,304.00,31.00,0.00,2.00,38.3
2006,4/1/2006,20.00,0.00,0.00,0.00,0.00,0.00,379.00,31.00,0.00,0.00,43
2006,4/2/2006,0.00,0.00,0.00,0.00,0.00,0.00,347.00,0.00,0.00,0.00,34.7
2006,4/3/2006,0.00,0.00,0.00,0.00,0.00,0.00,342.00,0.00,0.00,0.00,34.2
2006,4/4/2006,0.00,0.00,0.00,0.00,0.00,0.00,191.00,0.00,0.00,0.00,19.1
2006,4/5/2006,0.00,0.00,0.00,0.00,0.00,0.00,152.00,0.00,0.00,0.00,15.2
2006,4/6/2006,0.00,0.00,0.00,0.00,0.00,0.00,111.00,0.00,0.00,0.00,11.1
2006,4/7/2006,0.00,0.00,0.00,0.00,0.00,0.00,41.00,0.00,0.00,0.00,4.1
2006,4/8/2006,0.00,0.00,0.00,0.00,0.00,0.00,39.00,0.00,0.00,0.00,3.9
2006,4/9/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,4/10/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,4/11/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,4/12/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,4/13/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,4/14/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,4/15/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,4/16/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,4/17/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,4/18/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,4/19/2006,0.00,0.00,16.00,0.00,0.00,62.00,0.00,0.00,0.00,10.00,8.8
2006,4/20/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,4/21/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,4/22/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,4/23/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,4/24/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,4/25/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,4/26/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,4/27/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,4/28/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,4/29/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,4/30/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/1/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/2/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/3/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/4/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/5/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/6/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/7/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/8/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/9/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/10/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/11/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/12/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/13/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/14/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/15/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/16/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/17/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/18/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/19/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/20/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/21/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/22/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/23/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/24/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/25/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/26/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/27/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/28/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/29/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/30/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,5/31/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/1/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/2/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/3/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/4/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/5/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/6/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/7/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/8/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/9/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/10/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/11/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/12/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/13/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/14/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/15/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/16/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/17/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/18/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/19/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/20/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/21/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/22/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/23/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/24/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/25/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/26/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/27/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/28/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/29/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,6/30/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/1/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/2/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/3/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/4/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/5/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/6/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/7/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/8/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/9/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/10/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/11/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/12/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/13/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/14/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/15/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/16/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/17/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/18/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/19/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/20/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/21/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/22/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/23/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/24/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/25/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/26/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/27/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/28/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/29/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/30/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,7/31/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/1/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/2/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/3/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/4/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/5/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/6/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/7/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/8/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/9/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/10/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/11/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/12/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/13/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/14/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/15/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/16/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/17/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/18/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/19/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/20/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/21/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/22/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/23/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/24/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/25/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/28/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/29/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/30/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,8/31/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/1/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/2/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/3/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/4/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/5/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/6/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/7/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/9/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/10/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/11/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/12/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/13/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/14/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/15/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/16/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/17/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/18/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/19/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/20/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/21/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/22/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/23/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/24/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/25/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/26/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/27/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/28/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,9/29/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,10/2/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,10/3/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,10/4/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,10/5/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,10/6/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,10/7/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,10/8/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,10/9/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,10/10/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,10/11/2006,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.1
2006,10/12/2006,0.00,0.00,0.00,5.00,3.00,0.00,0.00,0.00,0.00,0.00,0.8
2006,10/13/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,10/14/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,10/15/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,10/16/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,10/17/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,10/18/2006,0.00,68.00,87.00,0.00,0.00,34.00,61.00,23.00,91.00,42.00,40.6
2006,10/19/2006,0.00,62.00,79.00,0.00,0.00,31.00,52.00,20.00,82.00,34.00,36
2006,10/20/2006,0.00,57.00,0.00,0.00,0.00,0.00,47.00,17.00,62.00,0.00,18.3
2006,10/21/2006,0.00,55.00,4.00,0.00,0.00,65.00,44.00,17.00,59.00,0.00,24.4
2006,10/22/2006,0.00,48.00,3.00,0.00,0.00,67.00,37.00,11.00,54.00,0.00,22
2006,10/23/2006,0.00,41.00,0.00,0.00,0.00,61.00,34.00,6.00,47.00,0.00,18.9
2006,10/24/2006,0.00,38.00,0.00,0.00,0.00,0.00,32.00,2.00,46.00,0.00,11.8
2006,10/25/2006,0.00,8.00,0.00,0.00,0.00,0.00,18.00,0.00,44.00,0.00,7
2006,10/26/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,10/27/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,10/28/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,10/29/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,10/30/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,10/31/2006,51.00,35.00,33.00,5.00,19.00,11.00,84.00,49.00,7.00,39.00,33.3
2006,11/1/2006,42.00,23.00,23.00,0.00,10.00,2.00,69.00,39.00,1.00,30.00,23.9
2006,11/2/2006,35.00,15.00,19.00,0.00,5.00,0.00,60.00,31.00,0.00,24.00,18.9
2006,11/3/2006,32.00,9.00,16.00,0.00,1.00,0.00,53.00,27.00,0.00,23.00,16.1
2006,11/4/2006,31.00,4.00,9.00,0.00,0.00,0.00,49.00,25.00,0.00,16.00,13.4
2006,11/5/2006,29.00,0.00,0.00,0.00,0.00,0.00,41.00,6.00,0.00,0.00,7.6
2006,11/6/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,11/7/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,11/8/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,11/9/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,11/10/2006,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.1
2006,11/11/2006,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.5
2006,11/12/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,11/13/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,11/14/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,11/15/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,11/16/2006,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.3
2006,11/17/2006,0.00,0.00,0.00,2.00,0.00,0.00,18.00,0.00,0.00,0.00,2
2006,11/18/2006,0.00,0.00,0.00,0.00,4.00,0.00,8.00,0.00,0.00,0.00,1.2
2006,11/19/2006,0.00,0.00,0.00,0.00,3.00,0.00,2.00,0.00,0.00,0.00,0.5
2006,11/20/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,11/21/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,11/22/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,11/23/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,11/24/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
2006,11/25/2006,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
